date,Tmax,heat_risk_score,risk_category,mortality_RR,hospitalization_RR,health_interpretation
2022-01-15,24.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-16,26.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-17,27.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-18,27.3,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-19,28.1,0.0,LOW,1.002,1.0,Elevated heat-related health risk
2022-01-20,28.2,0.0,LOW,1.004,1.0,Elevated heat-related health risk
2022-01-21,28.5,0.0,LOW,1.01,1.0,Elevated heat-related health risk
2022-01-22,27.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-23,21.7,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-24,22.4,15.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-25,23.1,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-26,23.3,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-27,24.0,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-28,24.7,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-29,26.8,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-30,27.5,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2022-01-31,27.5,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-02-01,29.6,10.0,LOW,1.031,1.0,Elevated heat-related health risk
2022-02-02,29.8,0.0,LOW,1.035,1.0,Elevated heat-related health risk
2022-02-03,27.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-02-04,26.8,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2022-02-05,27.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-02-06,28.9,7.5,LOW,1.017,1.0,Elevated heat-related health risk
2022-02-07,28.6,0.0,LOW,1.012,1.0,Elevated heat-related health risk
2022-02-08,28.5,0.0,LOW,1.01,1.0,Elevated heat-related health risk
2022-02-09,28.3,0.0,LOW,1.006,1.0,Elevated heat-related health risk
2022-02-10,27.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-02-11,27.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-02-12,28.8,0.0,LOW,1.015,1.0,Elevated heat-related health risk
2022-02-13,29.5,0.0,LOW,1.029,1.0,Elevated heat-related health risk
2022-02-14,30.1,7.5,LOW,1.041,1.0,Elevated heat-related health risk
2022-02-15,30.0,7.5,LOW,1.039,1.0,Elevated heat-related health risk
2022-02-16,30.7,7.5,LOW,1.053,1.0,Elevated heat-related health risk
2022-02-17,31.4,7.5,LOW,1.067,1.0,Elevated heat-related health risk
2022-02-18,31.6,17.5,LOW,1.071,1.0,Elevated heat-related health risk
2022-02-19,32.8,17.5,LOW,1.096,1.0,Elevated heat-related health risk
2022-02-20,32.0,7.5,LOW,1.079,1.0,Elevated heat-related health risk
2022-02-21,33.1,7.5,LOW,1.102,1.0,Elevated heat-related health risk
2022-02-22,33.4,17.5,LOW,1.108,1.0,Elevated heat-related health risk
2022-02-23,32.3,7.5,LOW,1.085,1.0,Elevated heat-related health risk
2022-02-24,33.5,7.5,LOW,1.111,1.0,Elevated heat-related health risk
2022-02-25,33.9,7.5,LOW,1.119,1.0,Elevated heat-related health risk
2022-02-26,32.8,7.5,LOW,1.096,1.0,Elevated heat-related health risk
2022-02-27,33.4,7.5,LOW,1.108,1.0,Elevated heat-related health risk
2022-02-28,33.3,17.5,LOW,1.106,1.0,Elevated heat-related health risk
2022-03-01,34.2,17.5,LOW,1.125,1.0,Elevated heat-related health risk
2022-03-02,34.4,25.0,MODERATE,1.13,1.0,Elevated heat-related health risk
2022-03-03,34.4,7.5,LOW,1.13,1.0,Elevated heat-related health risk
2022-03-04,33.0,7.5,LOW,1.1,1.0,Elevated heat-related health risk
2022-03-05,33.8,7.5,LOW,1.117,1.0,Elevated heat-related health risk
2022-03-06,34.9,25.0,MODERATE,1.141,1.0,Elevated heat-related health risk
2022-03-07,36.0,32.5,MODERATE,1.165,1.0,Elevated heat-related health risk
2022-03-08,36.0,32.5,MODERATE,1.165,1.0,Elevated heat-related health risk
2022-03-09,36.1,42.5,MODERATE,1.167,1.0,Elevated heat-related health risk
2022-03-10,35.9,32.5,MODERATE,1.163,1.0,Elevated heat-related health risk
2022-03-11,36.4,32.5,MODERATE,1.174,1.0,Elevated heat-related health risk
2022-03-12,37.0,32.5,MODERATE,1.187,1.0,Elevated heat-related health risk
2022-03-13,37.8,32.5,MODERATE,1.205,1.0,High heat-related health risk
2022-03-14,39.1,32.5,MODERATE,1.236,1.0,High heat-related health risk
2022-03-15,40.1,40.0,MODERATE,1.259,1.0,High heat-related health risk
2022-03-16,40.2,50.0,HIGH,1.262,1.0,High heat-related health risk
2022-03-17,40.3,40.0,MODERATE,1.264,1.0,High heat-related health risk
2022-03-18,40.5,40.0,MODERATE,1.269,1.0,High heat-related health risk
2022-03-19,39.4,32.5,MODERATE,1.243,1.0,High heat-related health risk
2022-03-20,38.4,32.5,MODERATE,1.219,1.0,High heat-related health risk
2022-03-21,39.1,32.5,MODERATE,1.236,1.0,High heat-related health risk
2022-03-22,38.8,32.5,MODERATE,1.229,1.0,High heat-related health risk
2022-03-23,37.9,32.5,MODERATE,1.208,1.0,High heat-related health risk
2022-03-24,38.3,32.5,MODERATE,1.217,1.0,High heat-related health risk
2022-03-25,36.5,42.5,MODERATE,1.176,1.0,Elevated heat-related health risk
2022-03-26,41.1,57.5,HIGH,1.284,1.0,High heat-related health risk
2022-03-27,41.2,57.5,HIGH,1.286,1.0,High heat-related health risk
2022-03-28,40.7,40.0,MODERATE,1.274,1.0,High heat-related health risk
2022-03-29,41.0,50.0,HIGH,1.281,1.0,High heat-related health risk
2022-03-30,40.2,50.0,HIGH,1.262,1.0,High heat-related health risk
2022-03-31,40.6,57.5,HIGH,1.271,1.0,High heat-related health risk
2022-04-01,41.1,57.5,HIGH,1.284,1.0,High heat-related health risk
2022-04-02,40.9,57.5,HIGH,1.279,1.0,High heat-related health risk
2022-04-03,42.1,57.5,HIGH,1.308,1.036,High heat-related health risk
2022-04-04,42.2,57.5,HIGH,1.311,1.074,High heat-related health risk
2022-04-05,42.9,57.5,HIGH,1.328,1.38,High heat-related health risk
2022-04-06,42.2,57.5,HIGH,1.311,1.074,High heat-related health risk
2022-04-07,43.4,57.5,HIGH,1.341,1.65,High heat-related health risk
2022-04-08,43.5,57.5,HIGH,1.344,1.71,High heat-related health risk
2022-04-09,41.7,57.5,HIGH,1.298,1.0,High heat-related health risk
2022-04-10,41.2,57.5,HIGH,1.286,1.0,High heat-related health risk
2022-04-11,40.9,57.5,HIGH,1.279,1.0,High heat-related health risk
2022-04-12,40.8,40.0,MODERATE,1.276,1.0,High heat-related health risk
2022-04-13,41.4,57.5,HIGH,1.291,1.0,High heat-related health risk
2022-04-14,41.4,50.0,HIGH,1.291,1.0,High heat-related health risk
2022-04-15,41.4,57.5,HIGH,1.291,1.0,High heat-related health risk
2022-04-16,42.1,57.5,HIGH,1.308,1.036,High heat-related health risk
2022-04-17,41.8,57.5,HIGH,1.301,1.0,High heat-related health risk
2022-04-18,41.8,57.5,HIGH,1.301,1.0,High heat-related health risk
2022-04-19,41.2,57.5,HIGH,1.286,1.0,High heat-related health risk
2022-04-20,40.9,57.5,HIGH,1.279,1.0,High heat-related health risk
2022-04-21,41.3,57.5,HIGH,1.289,1.0,High heat-related health risk
2022-04-22,41.3,57.5,HIGH,1.289,1.0,High heat-related health risk
2022-04-23,41.6,57.5,HIGH,1.296,1.0,High heat-related health risk
2022-04-24,42.0,57.5,HIGH,1.306,1.0,High heat-related health risk
2022-04-25,41.4,57.5,HIGH,1.291,1.0,High heat-related health risk
2022-04-26,41.9,57.5,HIGH,1.303,1.0,High heat-related health risk
2022-04-27,42.9,57.5,HIGH,1.328,1.38,High heat-related health risk
2022-04-28,43.7,57.5,HIGH,1.349,1.837,High heat-related health risk
2022-04-29,43.4,57.5,HIGH,1.341,1.65,High heat-related health risk
2022-04-30,44.0,75.0,EXTREME,1.357,2.045,High heat-related health risk
2022-05-01,43.6,67.5,HIGH,1.346,1.772,High heat-related health risk
2022-05-02,41.7,57.5,HIGH,1.298,1.0,High heat-related health risk
2022-05-03,41.9,57.5,HIGH,1.303,1.0,High heat-related health risk
2022-05-04,41.8,57.5,HIGH,1.301,1.0,High heat-related health risk
2022-05-05,41.0,67.5,HIGH,1.281,1.0,High heat-related health risk
2022-05-06,41.8,57.5,HIGH,1.301,1.0,High heat-related health risk
2022-05-07,42.2,57.5,HIGH,1.311,1.074,High heat-related health risk
2022-05-08,43.1,57.5,HIGH,1.333,1.482,High heat-related health risk
2022-05-09,43.8,67.5,HIGH,1.351,1.904,High heat-related health risk
2022-05-10,44.4,57.5,HIGH,1.367,2.359,High heat-related health risk
2022-05-11,45.4,79.5,EXTREME,1.393,3.374,Very high heat-related health risk
2022-05-12,44.9,67.5,HIGH,1.38,2.821,High heat-related health risk
2022-05-13,43.3,67.5,HIGH,1.339,1.592,High heat-related health risk
2022-05-14,43.1,75.0,EXTREME,1.333,1.482,High heat-related health risk
2022-05-15,43.2,67.5,HIGH,1.336,1.536,High heat-related health risk
2022-05-16,43.3,67.5,HIGH,1.339,1.592,High heat-related health risk
2022-05-17,40.6,57.5,HIGH,1.271,1.0,High heat-related health risk
2022-05-18,41.9,57.5,HIGH,1.303,1.0,High heat-related health risk
2022-05-19,42.9,67.5,HIGH,1.328,1.38,High heat-related health risk
2022-05-20,42.6,67.5,HIGH,1.321,1.239,High heat-related health risk
2022-05-21,42.6,57.5,HIGH,1.321,1.239,High heat-related health risk
2022-05-22,41.3,75.0,EXTREME,1.289,1.0,High heat-related health risk
2022-05-23,41.6,75.0,EXTREME,1.296,1.0,High heat-related health risk
2022-05-24,41.0,67.5,HIGH,1.281,1.0,High heat-related health risk
2022-05-25,40.8,67.5,HIGH,1.276,1.0,High heat-related health risk
2022-05-26,40.7,67.5,HIGH,1.274,1.0,High heat-related health risk
2022-05-27,40.3,67.5,HIGH,1.264,1.0,High heat-related health risk
2022-05-28,40.8,57.5,HIGH,1.276,1.0,High heat-related health risk
2022-05-29,40.3,67.5,HIGH,1.264,1.0,High heat-related health risk
2022-05-30,40.7,67.5,HIGH,1.274,1.0,High heat-related health risk
2022-05-31,41.3,67.5,HIGH,1.289,1.0,High heat-related health risk
2022-06-01,42.7,67.5,HIGH,1.323,1.284,High heat-related health risk
2022-06-02,42.5,67.5,HIGH,1.318,1.196,High heat-related health risk
2022-06-03,42.3,57.5,HIGH,1.313,1.113,High heat-related health risk
2022-06-04,42.1,67.5,HIGH,1.308,1.036,High heat-related health risk
2022-06-05,41.9,67.5,HIGH,1.303,1.0,High heat-related health risk
2022-06-06,41.6,67.5,HIGH,1.296,1.0,High heat-related health risk
2022-06-07,40.9,75.0,EXTREME,1.279,1.0,High heat-related health risk
2022-06-08,40.9,75.0,EXTREME,1.279,1.0,High heat-related health risk
2022-06-09,40.8,75.0,EXTREME,1.276,1.0,High heat-related health risk
2022-06-10,40.7,75.0,EXTREME,1.274,1.0,High heat-related health risk
2022-06-11,40.6,75.0,EXTREME,1.271,1.0,High heat-related health risk
2022-06-12,36.8,50.0,HIGH,1.183,1.0,Elevated heat-related health risk
2022-06-13,33.8,42.5,MODERATE,1.117,1.0,Elevated heat-related health risk
2022-06-14,37.3,50.0,HIGH,1.194,1.0,Elevated heat-related health risk
2022-06-15,37.2,60.0,HIGH,1.192,1.0,Elevated heat-related health risk
2022-06-16,37.6,60.0,HIGH,1.201,1.0,High heat-related health risk
2022-06-17,38.7,67.5,HIGH,1.226,1.0,High heat-related health risk
2022-06-18,36.4,50.0,HIGH,1.174,1.0,Elevated heat-related health risk
2022-06-19,35.3,50.0,HIGH,1.149,1.0,Elevated heat-related health risk
2022-06-20,38.7,67.5,HIGH,1.226,1.0,High heat-related health risk
2022-06-21,37.8,60.0,HIGH,1.205,1.0,High heat-related health risk
2022-06-22,37.8,60.0,HIGH,1.205,1.0,High heat-related health risk
2022-06-23,36.9,60.0,HIGH,1.185,1.0,Elevated heat-related health risk
2022-06-24,39.2,60.0,HIGH,1.238,1.0,High heat-related health risk
2022-06-25,39.7,67.5,HIGH,1.25,1.0,High heat-related health risk
2022-06-26,41.1,81.0,EXTREME,1.284,1.0,High heat-related health risk
2022-06-27,36.3,60.0,HIGH,1.171,1.0,Elevated heat-related health risk
2022-06-28,37.8,67.5,HIGH,1.205,1.0,High heat-related health risk
2022-06-29,37.9,50.0,HIGH,1.208,1.0,High heat-related health risk
2022-06-30,37.4,50.0,HIGH,1.196,1.0,Elevated heat-related health risk
2022-07-01,35.5,50.0,HIGH,1.154,1.0,Elevated heat-related health risk
2022-07-02,32.8,42.5,MODERATE,1.096,1.0,Elevated heat-related health risk
2022-07-03,34.0,42.5,MODERATE,1.121,1.0,Elevated heat-related health risk
2022-07-04,33.4,42.5,MODERATE,1.108,1.0,Elevated heat-related health risk
2022-07-05,32.2,42.5,MODERATE,1.083,1.0,Elevated heat-related health risk
2022-07-06,31.6,42.5,MODERATE,1.071,1.0,Elevated heat-related health risk
2022-07-07,32.4,42.5,MODERATE,1.087,1.0,Elevated heat-related health risk
2022-07-08,27.0,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-07-09,30.7,25.0,MODERATE,1.053,1.0,Elevated heat-related health risk
2022-07-10,28.4,17.5,LOW,1.008,1.0,Elevated heat-related health risk
2022-07-11,27.9,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-07-12,30.1,35.0,MODERATE,1.041,1.0,Elevated heat-related health risk
2022-07-13,32.3,42.5,MODERATE,1.085,1.0,Elevated heat-related health risk
2022-07-14,30.0,35.0,MODERATE,1.039,1.0,Elevated heat-related health risk
2022-07-15,30.3,25.0,MODERATE,1.045,1.0,Elevated heat-related health risk
2022-07-16,32.1,35.0,MODERATE,1.081,1.0,Elevated heat-related health risk
2022-07-17,32.4,42.5,MODERATE,1.087,1.0,Elevated heat-related health risk
2022-07-18,31.6,35.0,MODERATE,1.071,1.0,Elevated heat-related health risk
2022-07-19,27.0,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-07-20,32.6,42.5,MODERATE,1.092,1.0,Elevated heat-related health risk
2022-07-21,32.1,35.0,MODERATE,1.081,1.0,Elevated heat-related health risk
2022-07-22,32.0,42.5,MODERATE,1.079,1.0,Elevated heat-related health risk
2022-07-23,30.3,35.0,MODERATE,1.045,1.0,Elevated heat-related health risk
2022-07-24,27.7,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-07-25,30.9,35.0,MODERATE,1.057,1.0,Elevated heat-related health risk
2022-07-26,29.0,17.5,LOW,1.019,1.0,Elevated heat-related health risk
2022-07-27,31.2,35.0,MODERATE,1.063,1.0,Elevated heat-related health risk
2022-07-28,32.5,35.0,MODERATE,1.09,1.0,Elevated heat-related health risk
2022-07-29,32.4,35.0,MODERATE,1.087,1.0,Elevated heat-related health risk
2022-07-30,31.9,35.0,MODERATE,1.077,1.0,Elevated heat-related health risk
2022-07-31,31.3,35.0,MODERATE,1.065,1.0,Elevated heat-related health risk
2022-08-01,32.6,35.0,MODERATE,1.092,1.0,Elevated heat-related health risk
2022-08-02,31.9,42.5,MODERATE,1.077,1.0,Elevated heat-related health risk
2022-08-03,31.6,42.5,MODERATE,1.071,1.0,Elevated heat-related health risk
2022-08-04,31.4,42.5,MODERATE,1.067,1.0,Elevated heat-related health risk
2022-08-05,30.3,35.0,MODERATE,1.045,1.0,Elevated heat-related health risk
2022-08-06,30.7,35.0,MODERATE,1.053,1.0,Elevated heat-related health risk
2022-08-07,32.5,52.5,HIGH,1.09,1.0,Elevated heat-related health risk
2022-08-08,32.5,52.5,HIGH,1.09,1.0,Elevated heat-related health risk
2022-08-09,32.0,52.5,HIGH,1.079,1.0,Elevated heat-related health risk
2022-08-10,31.2,42.5,MODERATE,1.063,1.0,Elevated heat-related health risk
2022-08-11,30.0,25.0,MODERATE,1.039,1.0,Elevated heat-related health risk
2022-08-12,31.5,42.5,MODERATE,1.069,1.0,Elevated heat-related health risk
2022-08-13,31.4,35.0,MODERATE,1.067,1.0,Elevated heat-related health risk
2022-08-14,30.6,35.0,MODERATE,1.051,1.0,Elevated heat-related health risk
2022-08-15,29.6,17.5,LOW,1.031,1.0,Elevated heat-related health risk
2022-08-16,27.5,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-08-17,28.5,17.5,LOW,1.01,1.0,Elevated heat-related health risk
2022-08-18,29.8,27.5,MODERATE,1.035,1.0,Elevated heat-related health risk
2022-08-19,30.9,35.0,MODERATE,1.057,1.0,Elevated heat-related health risk
2022-08-20,31.2,35.0,MODERATE,1.063,1.0,Elevated heat-related health risk
2022-08-21,31.8,35.0,MODERATE,1.075,1.0,Elevated heat-related health risk
2022-08-22,29.1,17.5,LOW,1.021,1.0,Elevated heat-related health risk
2022-08-23,26.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-08-24,29.9,17.5,LOW,1.037,1.0,Elevated heat-related health risk
2022-08-25,31.2,35.0,MODERATE,1.063,1.0,Elevated heat-related health risk
2022-08-26,31.0,35.0,MODERATE,1.059,1.0,Elevated heat-related health risk
2022-08-27,30.3,35.0,MODERATE,1.045,1.0,Elevated heat-related health risk
2022-08-28,31.2,35.0,MODERATE,1.063,1.0,Elevated heat-related health risk
2022-08-29,30.9,35.0,MODERATE,1.057,1.0,Elevated heat-related health risk
2022-08-30,31.9,52.5,HIGH,1.077,1.0,Elevated heat-related health risk
2022-08-31,32.3,52.5,HIGH,1.085,1.0,Elevated heat-related health risk
2022-09-01,32.3,42.5,MODERATE,1.085,1.0,Elevated heat-related health risk
2022-09-02,32.3,42.5,MODERATE,1.085,1.0,Elevated heat-related health risk
2022-09-03,33.0,52.5,HIGH,1.1,1.0,Elevated heat-related health risk
2022-09-04,33.0,35.0,MODERATE,1.1,1.0,Elevated heat-related health risk
2022-09-05,32.0,35.0,MODERATE,1.079,1.0,Elevated heat-related health risk
2022-09-06,31.5,35.0,MODERATE,1.069,1.0,Elevated heat-related health risk
2022-09-07,34.0,42.5,MODERATE,1.121,1.0,Elevated heat-related health risk
2022-09-08,35.0,67.5,HIGH,1.143,1.0,Elevated heat-related health risk
2022-09-09,35.8,67.5,HIGH,1.16,1.0,Elevated heat-related health risk
2022-09-10,35.6,67.5,HIGH,1.156,1.0,Elevated heat-related health risk
2022-09-11,33.5,52.5,HIGH,1.111,1.0,Elevated heat-related health risk
2022-09-12,32.8,52.5,HIGH,1.096,1.0,Elevated heat-related health risk
2022-09-13,31.3,42.5,MODERATE,1.065,1.0,Elevated heat-related health risk
2022-09-14,30.5,35.0,MODERATE,1.049,1.0,Elevated heat-related health risk
2022-09-15,30.0,35.0,MODERATE,1.039,1.0,Elevated heat-related health risk
2022-09-16,31.5,35.0,MODERATE,1.069,1.0,Elevated heat-related health risk
2022-09-17,31.5,35.0,MODERATE,1.069,1.0,Elevated heat-related health risk
2022-09-18,31.8,35.0,MODERATE,1.075,1.0,Elevated heat-related health risk
2022-09-19,31.5,35.0,MODERATE,1.069,1.0,Elevated heat-related health risk
2022-09-20,31.3,35.0,MODERATE,1.065,1.0,Elevated heat-related health risk
2022-09-21,31.4,35.0,MODERATE,1.067,1.0,Elevated heat-related health risk
2022-09-22,31.4,25.0,MODERATE,1.067,1.0,Elevated heat-related health risk
2022-09-23,31.0,25.0,MODERATE,1.059,1.0,Elevated heat-related health risk
2022-09-24,31.4,35.0,MODERATE,1.067,1.0,Elevated heat-related health risk
2022-09-25,31.6,35.0,MODERATE,1.071,1.0,Elevated heat-related health risk
2022-09-26,31.5,35.0,MODERATE,1.069,1.0,Elevated heat-related health risk
2022-09-27,32.2,35.0,MODERATE,1.083,1.0,Elevated heat-related health risk
2022-09-28,32.3,35.0,MODERATE,1.085,1.0,Elevated heat-related health risk
2022-09-29,33.6,35.0,MODERATE,1.113,1.0,Elevated heat-related health risk
2022-09-30,34.0,35.0,MODERATE,1.121,1.0,Elevated heat-related health risk
2022-10-01,33.7,35.0,MODERATE,1.115,1.0,Elevated heat-related health risk
2022-10-02,32.5,35.0,MODERATE,1.09,1.0,Elevated heat-related health risk
2022-10-03,32.7,35.0,MODERATE,1.094,1.0,Elevated heat-related health risk
2022-10-04,35.1,42.5,MODERATE,1.145,1.0,Elevated heat-related health risk
2022-10-05,36.4,42.5,MODERATE,1.174,1.0,Elevated heat-related health risk
2022-10-06,34.5,35.0,MODERATE,1.132,1.0,Elevated heat-related health risk
2022-10-07,28.5,17.5,LOW,1.01,1.0,Elevated heat-related health risk
2022-10-08,27.4,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-10-09,31.3,35.0,MODERATE,1.065,1.0,Elevated heat-related health risk
2022-10-10,32.2,42.5,MODERATE,1.083,1.0,Elevated heat-related health risk
2022-10-11,33.5,35.0,MODERATE,1.111,1.0,Elevated heat-related health risk
2022-10-12,34.0,35.0,MODERATE,1.121,1.0,Elevated heat-related health risk
2022-10-13,34.1,35.0,MODERATE,1.123,1.0,Elevated heat-related health risk
2022-10-14,33.5,25.0,MODERATE,1.111,1.0,Elevated heat-related health risk
2022-10-15,34.1,25.0,MODERATE,1.123,1.0,Elevated heat-related health risk
2022-10-16,33.8,25.0,MODERATE,1.117,1.0,Elevated heat-related health risk
2022-10-17,34.1,25.0,MODERATE,1.123,1.0,Elevated heat-related health risk
2022-10-18,34.8,25.0,MODERATE,1.138,1.0,Elevated heat-related health risk
2022-10-19,34.2,35.0,MODERATE,1.125,1.0,Elevated heat-related health risk
2022-10-20,33.7,35.0,MODERATE,1.115,1.0,Elevated heat-related health risk
2022-10-21,34.6,25.0,MODERATE,1.134,1.0,Elevated heat-related health risk
2022-10-22,34.2,25.0,MODERATE,1.125,1.0,Elevated heat-related health risk
2022-10-23,34.1,25.0,MODERATE,1.123,1.0,Elevated heat-related health risk
2022-10-24,33.7,17.5,LOW,1.115,1.0,Elevated heat-related health risk
2022-10-25,34.0,25.0,MODERATE,1.121,1.0,Elevated heat-related health risk
2022-10-26,33.4,25.0,MODERATE,1.108,1.0,Elevated heat-related health risk
2022-10-27,33.8,25.0,MODERATE,1.117,1.0,Elevated heat-related health risk
2022-10-28,34.4,25.0,MODERATE,1.13,1.0,Elevated heat-related health risk
2022-10-29,34.1,35.0,MODERATE,1.123,1.0,Elevated heat-related health risk
2022-10-30,34.5,25.0,MODERATE,1.132,1.0,Elevated heat-related health risk
2022-10-31,33.2,7.5,LOW,1.104,1.0,Elevated heat-related health risk
2022-11-01,33.2,17.5,LOW,1.104,1.0,Elevated heat-related health risk
2022-11-02,34.3,25.0,MODERATE,1.128,1.0,Elevated heat-related health risk
2022-11-03,34.5,25.0,MODERATE,1.132,1.0,Elevated heat-related health risk
2022-11-04,34.9,25.0,MODERATE,1.141,1.0,Elevated heat-related health risk
2022-11-05,35.2,32.5,MODERATE,1.147,1.0,Elevated heat-related health risk
2022-11-06,35.0,32.5,MODERATE,1.143,1.0,Elevated heat-related health risk
2022-11-07,34.2,25.0,MODERATE,1.125,1.0,Elevated heat-related health risk
2022-11-08,34.0,25.0,MODERATE,1.121,1.0,Elevated heat-related health risk
2022-11-09,33.8,25.0,MODERATE,1.117,1.0,Elevated heat-related health risk
2022-11-10,33.2,17.5,LOW,1.104,1.0,Elevated heat-related health risk
2022-11-11,33.6,25.0,MODERATE,1.113,1.0,Elevated heat-related health risk
2022-11-12,32.5,17.5,LOW,1.09,1.0,Elevated heat-related health risk
2022-11-13,32.1,17.5,LOW,1.081,1.0,Elevated heat-related health risk
2022-11-14,32.1,17.5,LOW,1.081,1.0,Elevated heat-related health risk
2022-11-15,32.7,17.5,LOW,1.094,1.0,Elevated heat-related health risk
2022-11-16,32.8,17.5,LOW,1.096,1.0,Elevated heat-related health risk
2022-11-17,31.6,7.5,LOW,1.071,1.0,Elevated heat-related health risk
2022-11-18,31.0,7.5,LOW,1.059,1.0,Elevated heat-related health risk
2022-11-19,30.6,7.5,LOW,1.051,1.0,Elevated heat-related health risk
2022-11-20,31.0,7.5,LOW,1.059,1.0,Elevated heat-related health risk
2022-11-21,30.6,7.5,LOW,1.051,1.0,Elevated heat-related health risk
2022-11-22,31.3,7.5,LOW,1.065,1.0,Elevated heat-related health risk
2022-11-23,31.0,7.5,LOW,1.059,1.0,Elevated heat-related health risk
2022-11-24,30.9,7.5,LOW,1.057,1.0,Elevated heat-related health risk
2022-11-25,30.6,7.5,LOW,1.051,1.0,Elevated heat-related health risk
2022-11-26,30.8,7.5,LOW,1.055,1.0,Elevated heat-related health risk
2022-11-27,30.8,7.5,LOW,1.055,1.0,Elevated heat-related health risk
2022-11-28,30.9,7.5,LOW,1.057,1.0,Elevated heat-related health risk
2022-11-29,31.4,7.5,LOW,1.067,1.0,Elevated heat-related health risk
2022-11-30,31.3,7.5,LOW,1.065,1.0,Elevated heat-related health risk
2022-12-01,30.4,7.5,LOW,1.047,1.0,Elevated heat-related health risk
2022-12-02,30.0,7.5,LOW,1.039,1.0,Elevated heat-related health risk
2022-12-03,30.0,7.5,LOW,1.039,1.0,Elevated heat-related health risk
2022-12-04,30.9,7.5,LOW,1.057,1.0,Elevated heat-related health risk
2022-12-05,30.7,7.5,LOW,1.053,1.0,Elevated heat-related health risk
2022-12-06,31.3,17.5,LOW,1.065,1.0,Elevated heat-related health risk
2022-12-07,30.8,7.5,LOW,1.055,1.0,Elevated heat-related health risk
2022-12-08,29.9,0.0,LOW,1.037,1.0,Elevated heat-related health risk
2022-12-09,29.8,0.0,LOW,1.035,1.0,Elevated heat-related health risk
2022-12-10,30.4,7.5,LOW,1.047,1.0,Elevated heat-related health risk
2022-12-11,31.4,7.5,LOW,1.067,1.0,Elevated heat-related health risk
2022-12-12,32.9,25.0,MODERATE,1.098,1.0,Elevated heat-related health risk
2022-12-13,32.3,25.0,MODERATE,1.085,1.0,Elevated heat-related health risk
2022-12-14,30.3,17.5,LOW,1.045,1.0,Elevated heat-related health risk
2022-12-15,32.0,17.5,LOW,1.079,1.0,Elevated heat-related health risk
2022-12-16,32.8,25.0,MODERATE,1.096,1.0,Elevated heat-related health risk
2022-12-17,33.3,25.0,MODERATE,1.106,1.0,Elevated heat-related health risk
2022-12-18,33.1,17.5,LOW,1.102,1.0,Elevated heat-related health risk
2022-12-19,32.5,7.5,LOW,1.09,1.0,Elevated heat-related health risk
2022-12-20,32.0,17.5,LOW,1.079,1.0,Elevated heat-related health risk
2022-12-21,31.8,7.5,LOW,1.075,1.0,Elevated heat-related health risk
2022-12-22,30.9,7.5,LOW,1.057,1.0,Elevated heat-related health risk
2022-12-23,28.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-12-24,26.5,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-12-25,27.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2022-12-26,28.1,0.0,LOW,1.002,1.0,Elevated heat-related health risk
2022-12-27,28.6,0.0,LOW,1.012,1.0,Elevated heat-related health risk
2022-12-28,29.4,0.0,LOW,1.027,1.0,Elevated heat-related health risk
2022-12-29,30.5,7.5,LOW,1.049,1.0,Elevated heat-related health risk
2022-12-30,30.0,7.5,LOW,1.039,1.0,Elevated heat-related health risk
2022-12-31,27.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2023-01-01,27.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2023-01-02,27.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2023-01-03,27.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2023-01-04,25.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
