date,Tmax,heat_risk_score,risk_category,mortality_RR,hospitalization_RR,health_interpretation
2018-01-01,27.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-02,27.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-03,27.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-04,27.2,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-05,26.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-06,25.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-07,25.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-08,27.1,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-09,28.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-10,28.7,0.0,LOW,1.013,1.0,Elevated heat-related health risk
2018-01-11,28.8,0.0,LOW,1.015,1.0,Elevated heat-related health risk
2018-01-12,29.9,0.0,LOW,1.037,1.0,Elevated heat-related health risk
2018-01-13,28.9,0.0,LOW,1.017,1.0,Elevated heat-related health risk
2018-01-14,30.9,17.5,LOW,1.057,1.0,Elevated heat-related health risk
2018-01-15,31.1,17.5,LOW,1.061,1.0,Elevated heat-related health risk
2018-01-16,30.5,7.5,LOW,1.049,1.0,Elevated heat-related health risk
2018-01-17,28.7,0.0,LOW,1.013,1.0,Elevated heat-related health risk
2018-01-18,28.8,0.0,LOW,1.015,1.0,Elevated heat-related health risk
2018-01-19,28.3,0.0,LOW,1.006,1.0,Elevated heat-related health risk
2018-01-20,29.1,0.0,LOW,1.021,1.0,Elevated heat-related health risk
2018-01-21,29.9,0.0,LOW,1.037,1.0,Elevated heat-related health risk
2018-01-22,28.8,0.0,LOW,1.015,1.0,Elevated heat-related health risk
2018-01-23,26.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-24,26.8,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-25,26.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-26,27.2,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2018-01-27,28.2,7.5,LOW,1.004,1.0,Elevated heat-related health risk
2018-01-28,28.4,0.0,LOW,1.008,1.0,Elevated heat-related health risk
2018-01-29,29.2,0.0,LOW,1.023,1.0,Elevated heat-related health risk
2018-01-30,30.5,7.5,LOW,1.049,1.0,Elevated heat-related health risk
2018-01-31,31.6,17.5,LOW,1.071,1.0,Elevated heat-related health risk
2018-02-01,31.0,7.5,LOW,1.059,1.0,Elevated heat-related health risk
2018-02-02,29.9,0.0,LOW,1.037,1.0,Elevated heat-related health risk
2018-02-03,29.7,0.0,LOW,1.033,1.0,Elevated heat-related health risk
2018-02-04,29.9,0.0,LOW,1.037,1.0,Elevated heat-related health risk
2018-02-05,30.4,7.5,LOW,1.047,1.0,Elevated heat-related health risk
2018-02-06,26.1,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-02-07,30.2,7.5,LOW,1.043,1.0,Elevated heat-related health risk
2018-02-08,29.1,0.0,LOW,1.021,1.0,Elevated heat-related health risk
2018-02-09,28.5,0.0,LOW,1.01,1.0,Elevated heat-related health risk
2018-02-10,28.4,0.0,LOW,1.008,1.0,Elevated heat-related health risk
2018-02-11,27.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-02-12,28.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-02-13,29.3,0.0,LOW,1.025,1.0,Elevated heat-related health risk
2018-02-14,28.9,0.0,LOW,1.017,1.0,Elevated heat-related health risk
2018-02-15,30.2,7.5,LOW,1.043,1.0,Elevated heat-related health risk
2018-02-16,31.3,17.5,LOW,1.065,1.0,Elevated heat-related health risk
2018-02-17,31.7,7.5,LOW,1.073,1.0,Elevated heat-related health risk
2018-02-18,31.9,7.5,LOW,1.077,1.0,Elevated heat-related health risk
2018-02-19,32.4,17.5,LOW,1.087,1.0,Elevated heat-related health risk
2018-02-20,33.2,17.5,LOW,1.104,1.0,Elevated heat-related health risk
2018-02-21,33.6,17.5,LOW,1.113,1.0,Elevated heat-related health risk
2018-02-22,33.4,17.5,LOW,1.108,1.0,Elevated heat-related health risk
2018-02-23,33.0,17.5,LOW,1.1,1.0,Elevated heat-related health risk
2018-02-24,32.8,17.5,LOW,1.096,1.0,Elevated heat-related health risk
2018-02-25,34.4,25.0,MODERATE,1.13,1.0,Elevated heat-related health risk
2018-02-26,34.9,25.0,MODERATE,1.141,1.0,Elevated heat-related health risk
2018-02-27,34.9,25.0,MODERATE,1.141,1.0,Elevated heat-related health risk
2018-02-28,35.8,32.5,MODERATE,1.16,1.0,Elevated heat-related health risk
2018-03-01,35.3,32.5,MODERATE,1.149,1.0,Elevated heat-related health risk
2018-03-02,35.0,32.5,MODERATE,1.143,1.0,Elevated heat-related health risk
2018-03-03,34.0,7.5,LOW,1.121,1.0,Elevated heat-related health risk
2018-03-04,32.9,17.5,LOW,1.098,1.0,Elevated heat-related health risk
2018-03-05,33.7,17.5,LOW,1.115,1.0,Elevated heat-related health risk
2018-03-06,34.3,25.0,MODERATE,1.128,1.0,Elevated heat-related health risk
2018-03-07,34.8,25.0,MODERATE,1.138,1.0,Elevated heat-related health risk
2018-03-08,35.7,32.5,MODERATE,1.158,1.0,Elevated heat-related health risk
2018-03-09,35.2,32.5,MODERATE,1.147,1.0,Elevated heat-related health risk
2018-03-10,34.8,25.0,MODERATE,1.138,1.0,Elevated heat-related health risk
2018-03-11,35.0,32.5,MODERATE,1.143,1.0,Elevated heat-related health risk
2018-03-12,35.2,32.5,MODERATE,1.147,1.0,Elevated heat-related health risk
2018-03-13,34.1,25.0,MODERATE,1.123,1.0,Elevated heat-related health risk
2018-03-14,33.7,17.5,LOW,1.115,1.0,Elevated heat-related health risk
2018-03-15,34.6,25.0,MODERATE,1.134,1.0,Elevated heat-related health risk
2018-03-16,34.7,25.0,MODERATE,1.136,1.0,Elevated heat-related health risk
2018-03-17,35.6,32.5,MODERATE,1.156,1.0,Elevated heat-related health risk
2018-03-18,35.0,32.5,MODERATE,1.143,1.0,Elevated heat-related health risk
2018-03-19,34.2,25.0,MODERATE,1.125,1.0,Elevated heat-related health risk
2018-03-20,34.5,25.0,MODERATE,1.132,1.0,Elevated heat-related health risk
2018-03-21,33.5,17.5,LOW,1.111,1.0,Elevated heat-related health risk
2018-03-22,33.7,17.5,LOW,1.115,1.0,Elevated heat-related health risk
2018-03-23,34.9,25.0,MODERATE,1.141,1.0,Elevated heat-related health risk
2018-03-24,36.3,32.5,MODERATE,1.171,1.0,Elevated heat-related health risk
2018-03-25,37.6,32.5,MODERATE,1.201,1.0,High heat-related health risk
2018-03-26,38.3,32.5,MODERATE,1.217,1.0,High heat-related health risk
2018-03-27,38.3,32.5,MODERATE,1.217,1.0,High heat-related health risk
2018-03-28,38.8,42.5,MODERATE,1.229,1.0,High heat-related health risk
2018-03-29,39.9,42.5,MODERATE,1.255,1.0,High heat-related health risk
2018-03-30,40.1,50.0,HIGH,1.259,1.0,High heat-related health risk
2018-03-31,39.7,32.5,MODERATE,1.25,1.0,High heat-related health risk
2018-04-01,37.9,42.5,MODERATE,1.208,1.0,High heat-related health risk
2018-04-02,39.0,42.5,MODERATE,1.233,1.0,High heat-related health risk
2018-04-03,38.7,32.5,MODERATE,1.226,1.0,High heat-related health risk
2018-04-04,39.0,42.5,MODERATE,1.233,1.0,High heat-related health risk
2018-04-05,37.9,42.5,MODERATE,1.208,1.0,High heat-related health risk
2018-04-06,37.7,42.5,MODERATE,1.203,1.0,High heat-related health risk
2018-04-07,37.8,42.5,MODERATE,1.205,1.0,High heat-related health risk
2018-04-08,37.7,42.5,MODERATE,1.203,1.0,High heat-related health risk
2018-04-09,38.4,42.5,MODERATE,1.219,1.0,High heat-related health risk
2018-04-10,38.7,42.5,MODERATE,1.226,1.0,High heat-related health risk
2018-04-11,38.8,50.0,HIGH,1.229,1.0,High heat-related health risk
2018-04-12,37.7,42.5,MODERATE,1.203,1.0,High heat-related health risk
2018-04-13,38.3,60.0,HIGH,1.217,1.0,High heat-related health risk
2018-04-14,39.5,60.0,HIGH,1.245,1.0,High heat-related health risk
2018-04-15,39.4,50.0,HIGH,1.243,1.0,High heat-related health risk
2018-04-16,39.6,50.0,HIGH,1.247,1.0,High heat-related health risk
2018-04-17,39.8,42.5,MODERATE,1.252,1.0,High heat-related health risk
2018-04-18,40.3,57.5,HIGH,1.264,1.0,High heat-related health risk
2018-04-19,40.8,57.5,HIGH,1.276,1.0,High heat-related health risk
2018-04-20,38.8,50.0,HIGH,1.229,1.0,High heat-related health risk
2018-04-21,36.8,32.5,MODERATE,1.183,1.0,Elevated heat-related health risk
2018-04-22,38.2,32.5,MODERATE,1.215,1.0,High heat-related health risk
2018-04-23,39.2,32.5,MODERATE,1.238,1.0,High heat-related health risk
2018-04-24,39.5,32.5,MODERATE,1.245,1.0,High heat-related health risk
2018-04-25,39.5,42.5,MODERATE,1.245,1.0,High heat-related health risk
2018-04-26,39.9,50.0,HIGH,1.255,1.0,High heat-related health risk
2018-04-27,40.1,67.5,HIGH,1.259,1.0,High heat-related health risk
2018-04-28,41.3,67.5,HIGH,1.289,1.0,High heat-related health risk
2018-04-29,42.0,57.5,HIGH,1.306,1.0,High heat-related health risk
2018-04-30,42.6,57.5,HIGH,1.321,1.239,High heat-related health risk
2018-05-01,42.1,57.5,HIGH,1.308,1.036,High heat-related health risk
2018-05-02,42.3,67.5,HIGH,1.313,1.113,High heat-related health risk
2018-05-03,41.3,57.5,HIGH,1.289,1.0,High heat-related health risk
2018-05-04,40.7,67.5,HIGH,1.274,1.0,High heat-related health risk
2018-05-05,41.7,57.5,HIGH,1.298,1.0,High heat-related health risk
2018-05-06,41.2,57.5,HIGH,1.286,1.0,High heat-related health risk
2018-05-07,39.5,50.0,HIGH,1.245,1.0,High heat-related health risk
2018-05-08,40.1,57.5,HIGH,1.259,1.0,High heat-related health risk
2018-05-09,41.2,57.5,HIGH,1.286,1.0,High heat-related health risk
2018-05-10,42.2,67.5,HIGH,1.311,1.074,High heat-related health risk
2018-05-11,42.5,67.5,HIGH,1.318,1.196,High heat-related health risk
2018-05-12,41.8,57.5,HIGH,1.301,1.0,High heat-related health risk
2018-05-13,41.9,67.5,HIGH,1.303,1.0,High heat-related health risk
2018-05-14,41.4,67.5,HIGH,1.291,1.0,High heat-related health risk
2018-05-15,42.4,67.5,HIGH,1.316,1.154,High heat-related health risk
2018-05-16,42.1,67.5,HIGH,1.308,1.036,High heat-related health risk
2018-05-17,43.1,67.5,HIGH,1.333,1.482,High heat-related health risk
2018-05-18,42.5,67.5,HIGH,1.318,1.196,High heat-related health risk
2018-05-19,41.7,57.5,HIGH,1.298,1.0,High heat-related health risk
2018-05-20,42.9,57.5,HIGH,1.328,1.38,High heat-related health risk
2018-05-21,42.3,67.5,HIGH,1.313,1.113,High heat-related health risk
2018-05-22,42.5,67.5,HIGH,1.318,1.196,High heat-related health risk
2018-05-23,44.0,57.5,HIGH,1.357,2.045,High heat-related health risk
2018-05-24,42.6,57.5,HIGH,1.321,1.239,High heat-related health risk
2018-05-25,41.1,57.5,HIGH,1.284,1.0,High heat-related health risk
2018-05-26,43.0,75.0,EXTREME,1.331,1.43,High heat-related health risk
2018-05-27,43.8,75.0,EXTREME,1.351,1.904,High heat-related health risk
2018-05-28,43.0,75.0,EXTREME,1.331,1.43,High heat-related health risk
2018-05-29,42.2,75.0,EXTREME,1.311,1.074,High heat-related health risk
2018-05-30,41.2,75.0,EXTREME,1.286,1.0,High heat-related health risk
2018-05-31,41.2,75.0,EXTREME,1.286,1.0,High heat-related health risk
2018-06-01,41.2,75.0,EXTREME,1.286,1.0,High heat-related health risk
2018-06-02,41.4,75.0,EXTREME,1.291,1.0,High heat-related health risk
2018-06-03,41.5,75.0,EXTREME,1.293,1.0,High heat-related health risk
2018-06-04,41.5,75.0,EXTREME,1.293,1.0,High heat-related health risk
2018-06-05,42.2,75.0,EXTREME,1.311,1.074,High heat-related health risk
2018-06-06,42.4,75.0,EXTREME,1.316,1.154,High heat-related health risk
2018-06-07,42.5,75.0,EXTREME,1.318,1.196,High heat-related health risk
2018-06-08,41.4,75.0,EXTREME,1.291,1.0,High heat-related health risk
2018-06-09,40.9,75.0,EXTREME,1.279,1.0,High heat-related health risk
2018-06-10,41.2,75.0,EXTREME,1.286,1.0,High heat-related health risk
2018-06-11,41.3,75.0,EXTREME,1.289,1.0,High heat-related health risk
2018-06-12,41.2,75.0,EXTREME,1.286,1.0,High heat-related health risk
2018-06-13,41.7,75.0,EXTREME,1.298,1.0,High heat-related health risk
2018-06-14,41.1,57.5,HIGH,1.284,1.0,High heat-related health risk
2018-06-15,40.6,57.5,HIGH,1.271,1.0,High heat-related health risk
2018-06-16,38.3,50.0,HIGH,1.217,1.0,High heat-related health risk
2018-06-17,38.4,50.0,HIGH,1.219,1.0,High heat-related health risk
2018-06-18,40.0,75.0,EXTREME,1.257,1.0,High heat-related health risk
2018-06-19,40.3,75.0,EXTREME,1.264,1.0,High heat-related health risk
2018-06-20,41.4,67.5,HIGH,1.291,1.0,High heat-related health risk
2018-06-21,41.3,75.0,EXTREME,1.289,1.0,High heat-related health risk
2018-06-22,40.4,75.0,EXTREME,1.267,1.0,High heat-related health risk
2018-06-23,39.7,67.5,HIGH,1.25,1.0,High heat-related health risk
2018-06-24,34.0,42.5,MODERATE,1.121,1.0,Elevated heat-related health risk
2018-06-25,37.7,50.0,HIGH,1.203,1.0,High heat-related health risk
2018-06-26,37.3,50.0,HIGH,1.194,1.0,Elevated heat-related health risk
2018-06-27,37.5,50.0,HIGH,1.198,1.0,Elevated heat-related health risk
2018-06-28,35.3,50.0,HIGH,1.149,1.0,Elevated heat-related health risk
2018-06-29,37.2,60.0,HIGH,1.192,1.0,Elevated heat-related health risk
2018-06-30,36.5,50.0,HIGH,1.176,1.0,Elevated heat-related health risk
2018-07-01,37.7,50.0,HIGH,1.203,1.0,High heat-related health risk
2018-07-02,36.9,50.0,HIGH,1.185,1.0,Elevated heat-related health risk
2018-07-03,32.0,32.5,MODERATE,1.079,1.0,Elevated heat-related health risk
2018-07-04,31.0,25.0,MODERATE,1.059,1.0,Elevated heat-related health risk
2018-07-05,36.0,50.0,HIGH,1.165,1.0,Elevated heat-related health risk
2018-07-06,35.7,50.0,HIGH,1.158,1.0,Elevated heat-related health risk
2018-07-07,35.0,50.0,HIGH,1.143,1.0,Elevated heat-related health risk
2018-07-08,35.5,50.0,HIGH,1.154,1.0,Elevated heat-related health risk
2018-07-09,35.5,50.0,HIGH,1.154,1.0,Elevated heat-related health risk
2018-07-10,33.3,42.5,MODERATE,1.106,1.0,Elevated heat-related health risk
2018-07-11,30.4,25.0,MODERATE,1.047,1.0,Elevated heat-related health risk
2018-07-12,29.4,27.5,MODERATE,1.027,1.0,Elevated heat-related health risk
2018-07-13,29.8,17.5,LOW,1.035,1.0,Elevated heat-related health risk
2018-07-14,30.2,35.0,MODERATE,1.043,1.0,Elevated heat-related health risk
2018-07-15,29.0,17.5,LOW,1.019,1.0,Elevated heat-related health risk
2018-07-16,29.3,27.5,MODERATE,1.025,1.0,Elevated heat-related health risk
2018-07-17,30.1,35.0,MODERATE,1.041,1.0,Elevated heat-related health risk
2018-07-18,29.8,17.5,LOW,1.035,1.0,Elevated heat-related health risk
2018-07-19,31.8,42.5,MODERATE,1.075,1.0,Elevated heat-related health risk
2018-07-20,28.3,17.5,LOW,1.006,1.0,Elevated heat-related health risk
2018-07-21,27.6,17.5,LOW,1.0,1.0,Baseline heat-related health risk
2018-07-22,31.2,25.0,MODERATE,1.063,1.0,Elevated heat-related health risk
2018-07-23,28.6,17.5,LOW,1.012,1.0,Elevated heat-related health risk
2018-07-24,27.2,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-07-25,28.2,17.5,LOW,1.004,1.0,Elevated heat-related health risk
2018-07-26,31.0,25.0,MODERATE,1.059,1.0,Elevated heat-related health risk
2018-07-27,31.2,25.0,MODERATE,1.063,1.0,Elevated heat-related health risk
2018-07-28,32.7,25.0,MODERATE,1.094,1.0,Elevated heat-related health risk
2018-07-29,31.5,35.0,MODERATE,1.069,1.0,Elevated heat-related health risk
2018-07-30,32.3,35.0,MODERATE,1.085,1.0,Elevated heat-related health risk
2018-07-31,32.3,35.0,MODERATE,1.085,1.0,Elevated heat-related health risk
2018-08-01,32.9,35.0,MODERATE,1.098,1.0,Elevated heat-related health risk
2018-08-02,32.5,25.0,MODERATE,1.09,1.0,Elevated heat-related health risk
2018-08-03,33.3,35.0,MODERATE,1.106,1.0,Elevated heat-related health risk
2018-08-04,32.9,35.0,MODERATE,1.098,1.0,Elevated heat-related health risk
2018-08-05,32.5,25.0,MODERATE,1.09,1.0,Elevated heat-related health risk
2018-08-06,32.1,25.0,MODERATE,1.081,1.0,Elevated heat-related health risk
2018-08-07,32.4,25.0,MODERATE,1.087,1.0,Elevated heat-related health risk
2018-08-08,30.7,25.0,MODERATE,1.053,1.0,Elevated heat-related health risk
2018-08-09,29.7,17.5,LOW,1.033,1.0,Elevated heat-related health risk
2018-08-10,32.6,35.0,MODERATE,1.092,1.0,Elevated heat-related health risk
2018-08-11,31.9,35.0,MODERATE,1.077,1.0,Elevated heat-related health risk
2018-08-12,31.6,25.0,MODERATE,1.071,1.0,Elevated heat-related health risk
2018-08-13,32.6,25.0,MODERATE,1.092,1.0,Elevated heat-related health risk
2018-08-14,32.7,35.0,MODERATE,1.094,1.0,Elevated heat-related health risk
2018-08-15,31.3,25.0,MODERATE,1.065,1.0,Elevated heat-related health risk
2018-08-16,32.4,35.0,MODERATE,1.087,1.0,Elevated heat-related health risk
2018-08-17,28.3,17.5,LOW,1.006,1.0,Elevated heat-related health risk
2018-08-18,29.9,17.5,LOW,1.037,1.0,Elevated heat-related health risk
2018-08-19,29.8,17.5,LOW,1.035,1.0,Elevated heat-related health risk
2018-08-20,30.1,25.0,MODERATE,1.041,1.0,Elevated heat-related health risk
2018-08-21,26.5,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-08-22,28.5,17.5,LOW,1.01,1.0,Elevated heat-related health risk
2018-08-23,29.2,17.5,LOW,1.023,1.0,Elevated heat-related health risk
2018-08-24,30.5,35.0,MODERATE,1.049,1.0,Elevated heat-related health risk
2018-08-25,29.6,27.5,MODERATE,1.031,1.0,Elevated heat-related health risk
2018-08-26,29.3,17.5,LOW,1.025,1.0,Elevated heat-related health risk
2018-08-27,30.4,25.0,MODERATE,1.047,1.0,Elevated heat-related health risk
2018-08-28,30.0,25.0,MODERATE,1.039,1.0,Elevated heat-related health risk
2018-08-29,25.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-08-30,29.8,17.5,LOW,1.035,1.0,Elevated heat-related health risk
2018-08-31,29.1,17.5,LOW,1.021,1.0,Elevated heat-related health risk
2018-09-01,27.3,10.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-09-02,29.3,17.5,LOW,1.025,1.0,Elevated heat-related health risk
2018-09-03,29.5,17.5,LOW,1.029,1.0,Elevated heat-related health risk
2018-09-04,30.3,25.0,MODERATE,1.045,1.0,Elevated heat-related health risk
2018-09-05,30.6,25.0,MODERATE,1.051,1.0,Elevated heat-related health risk
2018-09-06,30.9,25.0,MODERATE,1.057,1.0,Elevated heat-related health risk
2018-09-07,30.0,25.0,MODERATE,1.039,1.0,Elevated heat-related health risk
2018-09-08,27.8,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-09-09,28.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-09-10,29.5,17.5,LOW,1.029,1.0,Elevated heat-related health risk
2018-09-11,31.0,25.0,MODERATE,1.059,1.0,Elevated heat-related health risk
2018-09-12,29.8,17.5,LOW,1.035,1.0,Elevated heat-related health risk
2018-09-13,30.6,25.0,MODERATE,1.051,1.0,Elevated heat-related health risk
2018-09-14,31.0,25.0,MODERATE,1.059,1.0,Elevated heat-related health risk
2018-09-15,30.6,35.0,MODERATE,1.051,1.0,Elevated heat-related health risk
2018-09-16,30.2,35.0,MODERATE,1.043,1.0,Elevated heat-related health risk
2018-09-17,30.8,35.0,MODERATE,1.055,1.0,Elevated heat-related health risk
2018-09-18,32.0,35.0,MODERATE,1.079,1.0,Elevated heat-related health risk
2018-09-19,32.4,35.0,MODERATE,1.087,1.0,Elevated heat-related health risk
2018-09-20,32.7,35.0,MODERATE,1.094,1.0,Elevated heat-related health risk
2018-09-21,34.1,42.5,MODERATE,1.123,1.0,Elevated heat-related health risk
2018-09-22,32.3,42.5,MODERATE,1.085,1.0,Elevated heat-related health risk
2018-09-23,30.0,25.0,MODERATE,1.039,1.0,Elevated heat-related health risk
2018-09-24,32.8,42.5,MODERATE,1.096,1.0,Elevated heat-related health risk
2018-09-25,32.6,35.0,MODERATE,1.092,1.0,Elevated heat-related health risk
2018-09-26,33.2,35.0,MODERATE,1.104,1.0,Elevated heat-related health risk
2018-09-27,34.1,42.5,MODERATE,1.123,1.0,Elevated heat-related health risk
2018-09-28,34.6,35.0,MODERATE,1.134,1.0,Elevated heat-related health risk
2018-09-29,35.1,42.5,MODERATE,1.145,1.0,Elevated heat-related health risk
2018-09-30,35.1,50.0,HIGH,1.145,1.0,Elevated heat-related health risk
2018-10-01,35.4,42.5,MODERATE,1.151,1.0,Elevated heat-related health risk
2018-10-02,35.5,42.5,MODERATE,1.154,1.0,Elevated heat-related health risk
2018-10-03,35.9,60.0,HIGH,1.163,1.0,Elevated heat-related health risk
2018-10-04,35.5,60.0,HIGH,1.154,1.0,Elevated heat-related health risk
2018-10-05,35.8,50.0,HIGH,1.16,1.0,Elevated heat-related health risk
2018-10-06,36.2,60.0,HIGH,1.169,1.0,Elevated heat-related health risk
2018-10-07,36.3,50.0,HIGH,1.171,1.0,Elevated heat-related health risk
2018-10-08,35.9,50.0,HIGH,1.163,1.0,Elevated heat-related health risk
2018-10-09,36.0,50.0,HIGH,1.165,1.0,Elevated heat-related health risk
2018-10-10,36.6,42.5,MODERATE,1.178,1.0,Elevated heat-related health risk
2018-10-11,36.2,42.5,MODERATE,1.169,1.0,Elevated heat-related health risk
2018-10-12,35.7,42.5,MODERATE,1.158,1.0,Elevated heat-related health risk
2018-10-13,35.6,42.5,MODERATE,1.156,1.0,Elevated heat-related health risk
2018-10-14,36.3,42.5,MODERATE,1.171,1.0,Elevated heat-related health risk
2018-10-15,35.7,42.5,MODERATE,1.158,1.0,Elevated heat-related health risk
2018-10-16,35.3,50.0,HIGH,1.149,1.0,Elevated heat-related health risk
2018-10-17,35.4,42.5,MODERATE,1.151,1.0,Elevated heat-related health risk
2018-10-18,35.3,42.5,MODERATE,1.149,1.0,Elevated heat-related health risk
2018-10-19,35.6,50.0,HIGH,1.156,1.0,Elevated heat-related health risk
2018-10-20,36.1,42.5,MODERATE,1.167,1.0,Elevated heat-related health risk
2018-10-21,35.8,32.5,MODERATE,1.16,1.0,Elevated heat-related health risk
2018-10-22,34.7,25.0,MODERATE,1.136,1.0,Elevated heat-related health risk
2018-10-23,34.7,25.0,MODERATE,1.136,1.0,Elevated heat-related health risk
2018-10-24,35.1,42.5,MODERATE,1.145,1.0,Elevated heat-related health risk
2018-10-25,35.2,42.5,MODERATE,1.147,1.0,Elevated heat-related health risk
2018-10-26,35.2,42.5,MODERATE,1.147,1.0,Elevated heat-related health risk
2018-10-27,35.5,42.5,MODERATE,1.154,1.0,Elevated heat-related health risk
2018-10-28,34.8,35.0,MODERATE,1.138,1.0,Elevated heat-related health risk
2018-10-29,34.2,25.0,MODERATE,1.125,1.0,Elevated heat-related health risk
2018-10-30,33.3,17.5,LOW,1.106,1.0,Elevated heat-related health risk
2018-10-31,33.2,25.0,MODERATE,1.104,1.0,Elevated heat-related health risk
2018-11-01,34.0,25.0,MODERATE,1.121,1.0,Elevated heat-related health risk
2018-11-02,34.7,25.0,MODERATE,1.136,1.0,Elevated heat-related health risk
2018-11-03,34.4,25.0,MODERATE,1.13,1.0,Elevated heat-related health risk
2018-11-04,34.6,35.0,MODERATE,1.134,1.0,Elevated heat-related health risk
2018-11-05,33.7,25.0,MODERATE,1.115,1.0,Elevated heat-related health risk
2018-11-06,32.5,17.5,LOW,1.09,1.0,Elevated heat-related health risk
2018-11-07,32.1,17.5,LOW,1.081,1.0,Elevated heat-related health risk
2018-11-08,32.1,17.5,LOW,1.081,1.0,Elevated heat-related health risk
2018-11-09,32.5,17.5,LOW,1.09,1.0,Elevated heat-related health risk
2018-11-10,32.9,17.5,LOW,1.098,1.0,Elevated heat-related health risk
2018-11-11,33.4,25.0,MODERATE,1.108,1.0,Elevated heat-related health risk
2018-11-12,33.3,17.5,LOW,1.106,1.0,Elevated heat-related health risk
2018-11-13,32.8,17.5,LOW,1.096,1.0,Elevated heat-related health risk
2018-11-14,32.8,17.5,LOW,1.096,1.0,Elevated heat-related health risk
2018-11-15,33.1,25.0,MODERATE,1.102,1.0,Elevated heat-related health risk
2018-11-16,32.0,17.5,LOW,1.079,1.0,Elevated heat-related health risk
2018-11-17,32.0,17.5,LOW,1.079,1.0,Elevated heat-related health risk
2018-11-18,32.3,17.5,LOW,1.085,1.0,Elevated heat-related health risk
2018-11-19,33.1,17.5,LOW,1.102,1.0,Elevated heat-related health risk
2018-11-20,32.8,17.5,LOW,1.096,1.0,Elevated heat-related health risk
2018-11-21,33.3,25.0,MODERATE,1.106,1.0,Elevated heat-related health risk
2018-11-22,33.2,35.0,MODERATE,1.104,1.0,Elevated heat-related health risk
2018-11-23,33.4,25.0,MODERATE,1.108,1.0,Elevated heat-related health risk
2018-11-24,32.2,17.5,LOW,1.083,1.0,Elevated heat-related health risk
2018-11-25,31.8,17.5,LOW,1.075,1.0,Elevated heat-related health risk
2018-11-26,31.4,7.5,LOW,1.067,1.0,Elevated heat-related health risk
2018-11-27,30.2,7.5,LOW,1.043,1.0,Elevated heat-related health risk
2018-11-28,30.2,7.5,LOW,1.043,1.0,Elevated heat-related health risk
2018-11-29,30.4,7.5,LOW,1.047,1.0,Elevated heat-related health risk
2018-11-30,29.9,0.0,LOW,1.037,1.0,Elevated heat-related health risk
2018-12-01,29.2,0.0,LOW,1.023,1.0,Elevated heat-related health risk
2018-12-02,29.5,0.0,LOW,1.029,1.0,Elevated heat-related health risk
2018-12-03,29.7,0.0,LOW,1.033,1.0,Elevated heat-related health risk
2018-12-04,29.8,0.0,LOW,1.035,1.0,Elevated heat-related health risk
2018-12-05,29.2,0.0,LOW,1.023,1.0,Elevated heat-related health risk
2018-12-06,29.1,0.0,LOW,1.021,1.0,Elevated heat-related health risk
2018-12-07,28.6,0.0,LOW,1.012,1.0,Elevated heat-related health risk
2018-12-08,28.6,0.0,LOW,1.012,1.0,Elevated heat-related health risk
2018-12-09,28.7,0.0,LOW,1.013,1.0,Elevated heat-related health risk
2018-12-10,28.0,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-11,28.5,0.0,LOW,1.01,1.0,Elevated heat-related health risk
2018-12-12,27.4,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-13,25.8,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-14,24.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-15,25.7,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-16,24.2,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-17,24.9,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-18,25.6,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-19,25.6,7.5,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-20,26.5,0.0,LOW,1.0,1.0,Baseline heat-related health risk
2018-12-21,27.6,7.5,LOW,1.0,1.0,Baseline heat-related health risk
