date,Tmax,Tmin,Tmean,RH_mean,RH_max,wind_mean,wind_max,solar_mean,solar_max
2024-09-11,30.6,24.5,27.066666666666666,87.5,98,10.395833333333334,17.0,158.54583333333332,723.4
2024-09-12,32.0,25.2,28.037499999999998,78.0,93,12.616666666666667,16.2,227.33749999999998,719.8
2024-09-13,31.1,24.4,27.166666666666668,77.70833333333333,90,12.429166666666667,22.0,249.15833333333333,849.0
2024-09-14,30.5,22.9,26.208333333333332,83.29166666666667,96,10.674999999999999,17.3,237.17499999999998,841.7
2024-09-15,30.8,22.9,26.629166666666666,81.95833333333333,98,9.041666666666666,13.6,232.01666666666668,787.1
2024-09-16,31.2,22.4,26.791666666666668,78.54166666666667,96,7.683333333333334,12.9,241.05416666666667,854.6
2024-09-17,31.3,23.3,27.05,78.5,94,6.829166666666667,11.4,251.76666666666665,819.0
2024-09-18,32.1,24.7,27.8875,76.875,93,9.645833333333334,14.5,232.3375,747.9
2024-09-19,32.6,24.0,28.266666666666666,75.0,87,9.733333333333333,13.5,249.07083333333333,875.5
2024-09-20,32.9,24.6,28.65416666666667,73.79166666666667,84,9.924999999999999,15.8,245.8375,842.9
2024-09-21,31.8,25.5,28.675,77.16666666666667,87,8.254166666666666,13.5,212.45000000000002,768.8
2024-09-22,33.1,25.6,29.1125,77.25,89,7.675,12.1,244.07500000000002,823.4
2024-09-23,33.6,26.3,29.7,72.25,85,9.866666666666667,14.1,243.60833333333335,850.6
2024-09-24,33.5,25.8,29.53333333333333,79.5,93,7.316666666666666,12.2,238.47083333333333,842.3
2024-09-25,33.0,26.4,29.133333333333336,81.54166666666667,97,5.804166666666667,10.1,205.1208333333333,774.4
2024-09-26,31.5,25.1,27.745833333333334,89.16666666666667,98,5.770833333333333,13.2,127.24583333333334,547.3
2024-09-27,30.2,25.0,27.070833333333336,89.83333333333333,100,5.191666666666666,8.9,113.49166666666667,409.6
2024-09-28,30.1,25.0,26.833333333333332,90.625,99,7.645833333333333,11.6,127.26666666666667,497.5
2024-09-29,29.7,24.7,26.662499999999998,91.875,99,4.4624999999999995,8.1,110.78333333333335,371.5
2024-09-30,32.0,24.1,27.75,87.33333333333333,98,6.133333333333333,9.1,198.6875,695.1
2024-10-01,33.4,25.7,29.15833333333333,82.16666666666667,99,7.783333333333334,11.4,235.76666666666665,804.8
2024-10-02,33.5,25.8,29.416666666666668,77.95833333333333,90,7.920833333333333,10.8,239.99166666666667,839.3
2024-10-03,32.5,24.9,28.520833333333332,79.0,95,9.025,15.4,204.10416666666666,686.7
2024-10-04,31.7,24.5,27.77916666666667,81.75,96,8.841666666666667,12.1,201.7125,710.6
2024-10-05,31.9,24.0,27.53333333333333,81.5,100,6.7,9.2,220.60833333333335,790.4
2024-10-06,32.2,23.0,27.412499999999998,78.54166666666667,98,5.7375,7.5,233.29166666666666,804.4
2024-10-07,34.4,23.8,28.329166666666666,65.79166666666667,82,8.666666666666666,10.8,242.67499999999998,847.7
2024-10-08,34.4,23.9,28.679166666666664,67.20833333333333,82,7.583333333333333,11.8,233.35833333333335,826.4
2024-10-09,34.3,23.0,28.65833333333333,63.208333333333336,78,7.9875,11.2,228.60833333333335,782.9
2024-10-10,29.4,23.8,26.491666666666664,80.08333333333333,91,8.049999999999999,14.0,69.85416666666667,304.1
2024-10-11,30.6,25.4,27.766666666666666,70.04166666666667,78,11.6625,17.3,127.75,565.4
2024-10-12,31.8,24.5,26.8875,78.08333333333333,94,10.891666666666666,18.8,183.6833333333333,745.7
2024-10-13,31.4,24.6,27.383333333333336,82.95833333333333,95,9.479166666666666,17.2,186.875,762.3
2024-10-14,31.4,24.4,27.7625,80.66666666666667,96,8.020833333333334,12.0,174.21666666666667,700.6
2024-10-15,32.9,24.9,28.55,78.70833333333333,92,6.916666666666667,9.8,218.29583333333335,771.2
2024-10-16,33.0,25.1,28.8125,78.45833333333333,95,5.554166666666667,8.2,214.0375,756.2
2024-10-17,33.6,24.7,28.4375,67.54166666666667,89,7.1375,10.5,226.75416666666663,803.3
2024-10-18,33.8,24.6,28.75,63.875,81,9.241666666666667,13.1,223.25,804.3
2024-10-19,32.4,24.8,28.224999999999998,80.70833333333333,96,6.95,18.8,208.13750000000002,743.6
2024-10-20,31.9,24.4,27.791666666666668,80.5,98,5.533333333333334,9.1,210.17499999999998,744.6
2024-10-21,30.9,24.7,27.433333333333334,80.70833333333333,94,5.629166666666666,8.6,180.9125,600.3
2024-10-22,32.4,22.4,27.108333333333334,78.20833333333333,98,6.425,12.9,212.4333333333333,783.8
2024-10-23,33.4,23.8,28.104166666666668,64.5,76,8.341666666666667,10.4,210.42916666666667,755.6
2024-10-24,33.8,23.2,27.75,58.5,71,7.8500000000000005,11.6,223.73749999999998,799.9
2024-10-25,33.6,21.1,26.579166666666666,59.625,80,7.416666666666667,11.1,223.77916666666667,798.9
2024-10-26,34.3,19.8,27.125,63.833333333333336,88,5.191666666666666,8.0,223.46666666666667,798.8
2024-10-27,35.7,20.9,28.1375,55.208333333333336,81,5.5249999999999995,10.3,220.54999999999998,791.7
2024-10-28,36.0,21.5,28.275000000000002,55.25,72,5.825,8.9,219.5875,789.7
2024-10-29,36.8,23.6,29.5,52.416666666666664,81,7.0874999999999995,12.7,217.6625,783.6
2024-10-30,36.3,22.1,29.408333333333335,46.791666666666664,69,4.316666666666666,6.7,217.5041666666667,785.6
2024-10-31,35.9,22.1,28.90833333333333,45.5,64,7.541666666666667,10.4,215.4416666666667,778.6
2024-11-01,35.8,21.8,28.575,44.625,67,6.879166666666666,11.1,215.99166666666667,780.6
2024-11-02,34.8,20.0,27.316666666666666,45.291666666666664,70,5.25,9.4,216.27083333333334,782.6
2024-11-03,35.0,20.3,27.670833333333334,47.125,65,6.4875,9.6,211.66666666666666,768.5
2024-11-04,34.9,21.8,27.9875,47.291666666666664,65,7.258333333333333,10.5,209.57500000000002,762.5
2024-11-05,35.0,21.8,27.724999999999998,48.791666666666664,68,8.145833333333334,12.0,208.88333333333333,760.5
2024-11-06,34.5,22.0,27.566666666666666,48.666666666666664,62,8.5375,11.3,206.96666666666667,755.5
2024-11-07,34.4,21.9,27.391666666666666,54.25,69,6.491666666666667,9.7,205.60833333333335,751.5
2024-11-08,34.3,21.7,27.275000000000002,53.708333333333336,72,6.945833333333333,9.9,205.32083333333333,751.6
2024-11-09,34.2,21.7,27.454166666666666,48.0,64,7.45,10.6,202.85833333333335,744.5
2024-11-10,34.3,21.4,26.854166666666668,48.083333333333336,67,8.65,12.6,202.82916666666665,744.6
2024-11-11,33.5,20.4,26.754166666666666,46.583333333333336,64,7.954166666666667,11.4,202.17916666666667,744.7
2024-11-12,33.4,20.1,27.166666666666668,46.875,68,7.533333333333334,11.6,199.82083333333333,737.7
2024-11-13,33.1,22.6,28.245833333333334,40.625,55,6.8125,9.8,198.95833333333334,734.8
2024-11-14,33.0,21.8,27.833333333333332,40.916666666666664,63,6.929166666666667,10.0,199.57083333333333,737.9
2024-11-15,32.6,20.8,27.2375,39.625,61,6.25,8.5,199.52083333333334,739.0
